산업분류별 월별 전력사용량 ( 20241011 현재 ),,,,,,,
"시도 : 전체(시도), 시군구 : 전체(시 / 군 / 구)",,,,,,,
기간 : 2018년 01 월 ~ 2018년 06월,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
201806,전체(시도),전체(시 / 군 / 구),"농업, 임업 및 어업","1,648,576 ","1,154,648,443 ","55,816,715,229 ",48.3 
201806,전체(시도),전체(시 / 군 / 구),도매 및 소매업,"644,342 ","1,660,079,551 ","211,429,586,606 ",127.4 
201806,전체(시도),전체(시 / 군 / 구),보건업 및 사회복지 서비스업,"68,426 ","445,090,152 ","56,459,263,195 ",126.8 
201806,전체(시도),전체(시 / 군 / 구),부동산업,"980,169 ","2,647,154,795 ","366,817,404,630 ",138.6 
201806,전체(시도),전체(시 / 군 / 구),"사업시설 관리, 사업 지원 및 임대 서비스업","86,864 ","122,819,435 ","17,880,374,170 ",145.6 
201806,전체(시도),전체(시 / 군 / 구),"수도, 하수 및 폐기물 처리, 원료 재생업","93,669 ","984,461,614 ","113,537,678,935 ",115.3 
201806,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업,"508,171 ","1,177,890,430 ","150,605,285,840 ",127.9 
201806,전체(시도),전체(시 / 군 / 구),"예술, 스포츠 및 여가관련 서비스업","73,305 ","345,627,605 ","46,978,765,731 ",135.9 
201806,전체(시도),전체(시 / 군 / 구),운수 및 창고업,"152,503 ","905,332,726 ","102,816,510,868 ",113.6 
201806,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 공기 조절 공급업","19,105 ","552,199,172 ","71,830,218,771 ",130.1 
201806,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업","33,543 ","243,577,385 ","32,032,325,339 ",131.5 
201806,전체(시도),전체(시 / 군 / 구),정보통신업,"186,124 ","680,869,490 ","74,949,461,914 ",110.1 
201806,전체(시도),전체(시 / 군 / 구),제조업,"340,239 ","21,530,099,808 ","2,405,034,502,061 ",111.7 
201806,전체(시도),전체(시 / 군 / 구),"협회 및 단체, 수리 및 기타 개인 서비스업","220,588 ","392,635,934 ","57,095,304,646 ",145.4 
합계,합계,합계,합계,"31,986,375","214,608,679,037","22,999,602,906,081",107.2
,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
201801,강원도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,15 ,"12,407 ","1,878,869 ",151.4 
201801,강원도,전체,건설업,"4,793 ","17,738,815 ","2,360,404,599 ",133.1 
201801,강원도,전체,"공공 행정, 국방 및 사회보장 행정","4,836 ","68,210,568 ","8,450,382,997 ",123.9 
201801,강원도,전체,광업,259 ,"30,675,868 ","4,172,521,111 ",136 
201801,강원도,전체,교육 서비스업,"3,737 ","46,483,289 ","4,648,604,883 ",100 
201801,강원도,전체,국제 및 외국기관,5호미만제거,-,-,-
201801,강원도,전체,금융 및 보험업,"1,110 ","6,741,906 ","895,061,918 ",132.8 
