년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh),연도,월
202010,충청남도,전체,교육 서비스업,"3,519 ","27,043,244 ","2,806,588,250 ",103.8 ,2020,10
202010,충청남도,전체,국제 및 외국기관,5호미만제거,-,-,-,2020,10
202010,충청남도,전체,금융 및 보험업,878 ,"4,283,606 ","551,719,563 ",128.8 ,2020,10
202010,충청남도,전체,"농업, 임업 및 어업","196,751 ","137,119,261 ","7,129,507,151 ",52 ,2020,10
202010,충청남도,전체,도매 및 소매업,"31,759 ","64,050,996 ","7,097,731,623 ",110.8 ,2020,10
202010,충청남도,전체,보건업 및 사회복지 서비스업,"4,193 ","15,609,097 ","1,856,672,927 ",118.9 ,2020,10
202010,충청남도,전체,부동산업,"48,787 ","75,278,600 ","9,731,671,574 ",129.3 ,2020,10
202010,충청남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","4,946 ","6,428,166 ","855,929,478 ",133.2 ,2020,10
202010,충청남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","6,937 ","68,316,112 ","6,509,716,872 ",95.3 ,2020,10
202010,충청남도,전체,숙박 및 음식점업,"30,105 ","54,965,391 ","6,558,220,093 ",119.3 ,2020,10
202010,충청남도,전체,"예술, 스포츠 및 여가관련 서비스업","3,702 ","12,075,338 ","1,594,734,126 ",132.1 ,2020,10
202010,충청남도,전체,운수 및 창고업,"13,240 ","29,050,139 ","2,546,762,564 ",87.7 ,2020,10
202010,충청남도,전체,"전기, 가스, 증기 및 공기 조절 공급업","3,346 ","61,040,242 ","7,745,082,611 ",126.9 ,2020,10
202010,충청남도,전체,"전문, 과학 및 기술 서비스업","1,878 ","9,302,251 ","1,017,569,046 ",109.4 ,2020,10
202010,충청남도,전체,정보통신업,"10,991 ","21,722,647 ","2,003,648,005 ",92.2 ,2020,10
202010,충청남도,전체,제조업,"17,149 ","2,726,024,490 ","241,446,644,547 ",88.6 ,2020,10
202010,충청남도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","11,553 ","15,592,829 ","2,325,094,182 ",149.1 ,2020,10
202010,충청남도,전체,합계,"398,389 ","3,369,675,941 ","307,036,470,893 ",91.1,2020,10
202011,충청남도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,5 ,"4,937 ","566,039 ",114.7 ,2020,11
202011,충청남도,전체,건설업,"6,103 ","12,508,725 ","1,754,395,647 ",140.3 ,2020,11
202011,충청남도,전체,"공공 행정, 국방 및 사회보장 행정","2,414 ","19,687,592 ","2,655,879,894 ",134.9 ,2020,11
202011,충청남도,전체,광업,279 ,"26,247,512 ","3,429,414,836 ",130.7 ,2020,11
202011,충청남도,전체,교육 서비스업,"3,692 ","39,180,017 ","4,392,639,065 ",112.1 ,2020,11
202011,충청남도,전체,국제 및 외국기관,5호미만제거,-,-,-,2020,11
202011,충청남도,전체,금융 및 보험업,903 ,"4,834,909 ","674,055,504 ",139.4 ,2020,11
202011,충청남도,전체,"농업, 임업 및 어업","308,556 ","231,324,613 ","9,560,505,924 ",41.3 ,2020,11
202011,충청남도,전체,도매 및 소매업,"31,785 ","64,593,867 ","8,047,103,652 ",124.6 ,2020,11
202011,충청남도,전체,보건업 및 사회복지 서비스업,"4,230 ","20,481,395 ","2,385,956,877 ",116.5 ,2020,11
202011,충청남도,전체,부동산업,"49,105 ","80,562,351 ","11,205,715,306 ",139.1 ,2020,11
202011,충청남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","4,951 ","7,178,564 ","1,017,833,570 ",141.8 ,2020,11
202011,충청남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","6,962 ","69,077,285 ","7,835,197,263 ",113.4 ,2020,11
202011,충청남도,전체,숙박 및 음식점업,"30,354 ","60,428,887 ","7,666,266,643 ",126.9 ,2020,11
202011,충청남도,전체,"예술, 스포츠 및 여가관련 서비스업","3,734 ","14,033,941 ","2,008,433,582 ",143.1 ,2020,11
202011,충청남도,전체,운수 및 창고업,"14,057 ","30,648,586 ","3,089,644,046 ",100.8 ,2020,11
202011,충청남도,전체,"전기, 가스, 증기 및 공기 조절 공급업","3,459 ","62,024,044 ","8,707,125,927 ",140.4 ,2020,11
202011,충청남도,전체,"전문, 과학 및 기술 서비스업","1,886 ","9,986,041 ","1,276,891,109 ",127.9 ,2020,11
